sentence_number,start,end,text,words,speaker
193,605.336,611.581,"I'm also going to say bad idea, even though the color matching paint is kind of cool, what they did with the red bike and the red old Ford.","[{'word': ""I'm"", 'start': 605.336, 'end': 605.416, 'score': 0.955, 'speaker': 'SPEAKER_01'}, {'word': 'also', 'start': 605.436, 'end': 605.536, 'score': 0.183, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 605.556, 'end': 605.676, 'score': 0.706, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 605.696, 'end': 605.756, 'score': 0.831, 'speaker': 'SPEAKER_01'}, {'word': 'say', 'start': 605.796, 'end': 605.937, 'score': 0.838, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 605.957, 'end': 606.157, 'score': 0.737, 'speaker': 'SPEAKER_01'}, {'word': 'idea,', 'start': 606.197, 'end': 606.537, 'score': 0.565, 'speaker': 'SPEAKER_01'}, {'word': 'even', 'start': 606.797, 'end': 606.937, 'score': 0.802, 'speaker': 'SPEAKER_01'}, {'word': 'though', 'start': 606.977, 'end': 607.278, 'score': 0.65, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 607.518, 'end': 607.618, 'score': 0.994, 'speaker': 'SPEAKER_01'}, {'word': 'color', 'start': 607.678, 'end': 607.938, 'score': 0.879, 'speaker': 'SPEAKER_01'}, {'word': 'matching', 'start': 607.958, 'end': 608.358, 'score': 0.845, 'speaker': 'SPEAKER_01'}, {'word': 'paint', 'start': 608.439, 'end': 608.699, 'score': 0.76, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 608.779, 'end': 608.859, 'score': 0.552, 'speaker': 'SPEAKER_01'}, {'word': 'kind', 'start': 608.899, 'end': 609.059, 'score': 0.504, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 609.079, 'end': 609.119, 'score': 0.04, 'speaker': 'SPEAKER_01'}, {'word': 'cool,', 'start': 609.139, 'end': 609.339, 'score': 0.718, 'speaker': 'SPEAKER_01'}, {'word': 'what', 'start': 609.379, 'end': 609.479, 'score': 0.872, 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': 609.499, 'end': 609.599, 'score': 0.987, 'speaker': 'SPEAKER_01'}, {'word': 'did', 'start': 609.64, 'end': 609.72, 'score': 0.838, 'speaker': 'SPEAKER_01'}, {'word': 'with', 'start': 609.76, 'end': 609.88, 'score': 0.758, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 609.9, 'end': 609.98, 'score': 0.811, 'speaker': 'SPEAKER_01'}, {'word': 'red', 'start': 610.04, 'end': 610.2, 'score': 0.901, 'speaker': 'SPEAKER_01'}, {'word': 'bike', 'start': 610.26, 'end': 610.48, 'score': 0.893, 'speaker': 'SPEAKER_01'}, {'word': 'and', 'start': 610.52, 'end': 610.6, 'score': 0.836, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 610.62, 'end': 610.7, 'score': 0.797, 'speaker': 'SPEAKER_01'}, {'word': 'red', 'start': 610.74, 'end': 610.981, 'score': 0.617, 'speaker': 'SPEAKER_01'}, {'word': 'old', 'start': 611.081, 'end': 611.241, 'score': 0.794, 'speaker': 'SPEAKER_01'}, {'word': 'Ford.', 'start': 611.301, 'end': 611.581, 'score': 0.616, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
194,611.621,612.642,That's my favorite part about it.,"[{'word': ""That's"", 'start': 611.621, 'end': 611.761, 'score': 0.978, 'speaker': 'SPEAKER_01'}, {'word': 'my', 'start': 611.781, 'end': 611.861, 'score': 0.725, 'speaker': 'SPEAKER_01'}, {'word': 'favorite', 'start': 611.881, 'end': 612.262, 'score': 0.154, 'speaker': 'SPEAKER_01'}, {'word': 'part', 'start': 612.282, 'end': 612.422, 'score': 0.532, 'speaker': 'SPEAKER_01'}, {'word': 'about', 'start': 612.442, 'end': 612.582, 'score': 0.36, 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': 612.602, 'end': 612.642, 'score': 0.004, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
195,612.662,613.443,That's pretty cool.,"[{'word': ""That's"", 'start': 612.662, 'end': 612.782, 'score': 0.166, 'speaker': 'SPEAKER_01'}, {'word': 'pretty', 'start': 612.822, 'end': 613.082, 'score': 0.994, 'speaker': 'SPEAKER_01'}, {'word': 'cool.', 'start': 613.142, 'end': 613.443, 'score': 0.883, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
196,613.503,614.784,"But yeah, that's about it.","[{'word': 'But', 'start': 613.503, 'end': 613.663, 'score': 0.811, 'speaker': 'SPEAKER_01'}, {'word': 'yeah,', 'start': 614.123, 'end': 614.243, 'score': 0.44, 'speaker': 'SPEAKER_01'}, {'word': ""that's"", 'start': 614.283, 'end': 614.463, 'score': 0.874, 'speaker': 'SPEAKER_01'}, {'word': 'about', 'start': 614.483, 'end': 614.683, 'score': 0.82, 'speaker': 'SPEAKER_01'}, {'word': 'it.', 'start': 614.724, 'end': 614.784, 'score': 0.745, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
197,615.364,619.547,I'll go good idea because it looks nice.,"[{'word': ""I'll"", 'start': 615.364, 'end': 615.544, 'score': 0.704, 'speaker': 'SPEAKER_02'}, {'word': 'go', 'start': 615.584, 'end': 615.864, 'score': 0.754, 'speaker': 'SPEAKER_02'}, {'word': 'good', 'start': 616.985, 'end': 617.205, 'score': 0.816, 'speaker': 'SPEAKER_02'}, {'word': 'idea', 'start': 617.306, 'end': 617.686, 'score': 0.842, 'speaker': 'SPEAKER_02'}, {'word': 'because', 'start': 617.826, 'end': 618.166, 'score': 0.915, 'speaker': 'SPEAKER_02'}, {'word': 'it', 'start': 618.827, 'end': 618.907, 'score': 0.877, 'speaker': 'SPEAKER_02'}, {'word': 'looks', 'start': 618.987, 'end': 619.227, 'score': 0.794, 'speaker': 'SPEAKER_02'}, {'word': 'nice.', 'start': 619.307, 'end': 619.547, 'score': 0.73, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
198,619.667,620.708,It was well designed.,"[{'word': 'It', 'start': 619.667, 'end': 619.707, 'score': 0.992, 'speaker': 'SPEAKER_02'}, {'word': 'was', 'start': 619.747, 'end': 619.868, 'score': 0.654, 'speaker': 'SPEAKER_02'}, {'word': 'well', 'start': 619.948, 'end': 620.148, 'score': 0.802, 'speaker': 'SPEAKER_02'}, {'word': 'designed.', 'start': 620.188, 'end': 620.708, 'score': 0.761, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
199,621.269,627.734,"And if you're OK with paying a bunch of extra money for nostalgia and looks on any bike, I don't see any reason not to get this.","[{'word': 'And', 'start': 621.269, 'end': 621.409, 'score': 0.574, 'speaker': 'SPEAKER_02'}, {'word': 'if', 'start': 621.749, 'end': 621.809, 'score': 0.775, 'speaker': 'SPEAKER_02'}, {'word': ""you're"", 'start': 621.829, 'end': 622.029, 'score': 0.888, 'speaker': 'SPEAKER_02'}, {'word': 'OK', 'start': 622.089, 'end': 622.33, 'score': 0.615, 'speaker': 'SPEAKER_02'}, {'word': 'with', 'start': 622.37, 'end': 622.49, 'score': 0.74, 'speaker': 'SPEAKER_02'}, {'word': 'paying', 'start': 622.53, 'end': 622.83, 'score': 0.782, 'speaker': 'SPEAKER_02'}, {'word': 'a', 'start': 622.87, 'end': 622.91, 'score': 0.504, 'speaker': 'SPEAKER_02'}, {'word': 'bunch', 'start': 622.95, 'end': 623.15, 'score': 0.738, 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': 623.17, 'end': 623.23, 'score': 0.872, 'speaker': 'SPEAKER_02'}, {'word': 'extra', 'start': 623.29, 'end': 623.53, 'score': 0.849, 'speaker': 'SPEAKER_02'}, {'word': 'money', 'start': 623.55, 'end': 623.771, 'score': 0.672, 'speaker': 'SPEAKER_02'}, {'word': 'for', 'start': 623.811, 'end': 623.931, 'score': 0.801, 'speaker': 'SPEAKER_02'}, {'word': 'nostalgia', 'start': 623.971, 'end': 624.371, 'score': 0.539, 'speaker': 'SPEAKER_02'}, {'word': 'and', 'start': 624.451, 'end': 624.571, 'score': 0.653, 'speaker': 'SPEAKER_02'}, {'word': 'looks', 'start': 624.611, 'end': 624.811, 'score': 0.832, 'speaker': 'SPEAKER_02'}, {'word': 'on', 'start': 624.872, 'end': 624.972, 'score': 0.882, 'speaker': 'SPEAKER_02'}, {'word': 'any', 'start': 625.012, 'end': 625.232, 'score': 0.569, 'speaker': 'SPEAKER_02'}, {'word': 'bike,', 'start': 625.272, 'end': 625.512, 'score': 0.904, 'speaker': 'SPEAKER_02'}, {'word': 'I', 'start': 626.133, 'end': 626.193, 'score': 0.993, 'speaker': 'SPEAKER_02'}, {'word': ""don't"", 'start': 626.253, 'end': 626.433, 'score': 0.816, 'speaker': 'SPEAKER_02'}, {'word': 'see', 'start': 626.473, 'end': 626.593, 'score': 0.998, 'speaker': 'SPEAKER_02'}, {'word': 'any', 'start': 626.633, 'end': 626.753, 'score': 0.836, 'speaker': 'SPEAKER_02'}, {'word': 'reason', 'start': 626.793, 'end': 627.073, 'score': 0.873, 'speaker': 'SPEAKER_02'}, {'word': 'not', 'start': 627.113, 'end': 627.253, 'score': 0.878, 'speaker': 'SPEAKER_02'}, {'word': 'to', 'start': 627.293, 'end': 627.373, 'score': 0.83, 'speaker': 'SPEAKER_02'}, {'word': 'get', 'start': 627.394, 'end': 627.534, 'score': 0.802, 'speaker': 'SPEAKER_02'}, {'word': 'this.', 'start': 627.574, 'end': 627.734, 'score': 0.738, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
200,627.794,631.557,Except that I think the company is going to spend more money on making these than they're going to actually sell.,"[{'word': 'Except', 'start': 627.794, 'end': 628.054, 'score': 0.799, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 628.074, 'end': 628.274, 'score': 0.863, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 628.394, 'end': 628.454, 'score': 0.789, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 628.474, 'end': 628.594, 'score': 0.916, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 628.614, 'end': 628.715, 'score': 0.806, 'speaker': 'SPEAKER_01'}, {'word': 'company', 'start': 628.755, 'end': 629.015, 'score': 0.929, 'speaker': 'SPEAKER_01'}, {'word': 'is', 'start': 629.055, 'end': 629.095, 'score': 0.659, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 629.115, 'end': 629.215, 'score': 0.306, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 629.235, 'end': 629.275, 'score': 0.326, 'speaker': 'SPEAKER_01'}, {'word': 'spend', 'start': 629.315, 'end': 629.495, 'score': 0.924, 'speaker': 'SPEAKER_01'}, {'word': 'more', 'start': 629.515, 'end': 629.675, 'score': 0.521, 'speaker': 'SPEAKER_01'}, {'word': 'money', 'start': 629.735, 'end': 629.895, 'score': 0.8, 'speaker': 'SPEAKER_01'}, {'word': 'on', 'start': 629.956, 'end': 630.016, 'score': 0.855, 'speaker': 'SPEAKER_01'}, {'word': 'making', 'start': 630.056, 'end': 630.316, 'score': 0.77, 'speaker': 'SPEAKER_01'}, {'word': 'these', 'start': 630.356, 'end': 630.516, 'score': 0.898, 'speaker': 'SPEAKER_01'}, {'word': 'than', 'start': 630.536, 'end': 630.656, 'score': 0.824, 'speaker': 'SPEAKER_01'}, {'word': ""they're"", 'start': 630.676, 'end': 630.816, 'score': 0.519, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 630.836, 'end': 630.936, 'score': 0.221, 'speaker': 'SPEAKER_01'}, {'word': 'to', 'start': 630.956, 'end': 630.996, 'score': 0.0, 'speaker': 'SPEAKER_01'}, {'word': 'actually', 'start': 631.016, 'end': 631.277, 'score': 0.858, 'speaker': 'SPEAKER_01'}, {'word': 'sell.', 'start': 631.317, 'end': 631.557, 'score': 0.985, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
201,632.33,633.552,I ain't losing any money on it.,"[{'word': 'I', 'start': 632.33, 'end': 632.39, 'score': 0.833, 'speaker': 'SPEAKER_02'}, {'word': ""ain't"", 'start': 632.45, 'end': 632.57, 'score': 0.731, 'speaker': 'SPEAKER_02'}, {'word': 'losing', 'start': 632.611, 'end': 632.911, 'score': 0.532, 'speaker': 'SPEAKER_02'}, {'word': 'any', 'start': 632.951, 'end': 633.091, 'score': 0.796, 'speaker': 'SPEAKER_02'}, {'word': 'money', 'start': 633.131, 'end': 633.352, 'score': 0.964, 'speaker': 'SPEAKER_02'}, {'word': 'on', 'start': 633.392, 'end': 633.432, 'score': 0.112, 'speaker': 'SPEAKER_02'}, {'word': 'it.', 'start': 633.472, 'end': 633.552, 'score': 0.312, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
202,634.793,636.316,Good idea.,"[{'word': 'Good', 'start': 634.793, 'end': 634.974, 'score': 0.82, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 635.034, 'end': 636.316, 'score': 0.912, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
203,636.376,637.437,Two out of three ain't bad.,"[{'word': 'Two', 'start': 636.376, 'end': 636.496, 'score': 0.899, 'speaker': 'SPEAKER_01'}, {'word': 'out', 'start': 636.536, 'end': 636.656, 'score': 0.45, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 636.696, 'end': 636.736, 'score': 0.425, 'speaker': 'SPEAKER_01'}, {'word': 'three', 'start': 636.756, 'end': 636.996, 'score': 0.776, 'speaker': 'SPEAKER_01'}, {'word': ""ain't"", 'start': 637.037, 'end': 637.157, 'score': 0.374, 'speaker': 'SPEAKER_01'}, {'word': 'bad.', 'start': 637.177, 'end': 637.437, 'score': 0.694, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
204,637.457,640.001,"Two out of three ain't bad, but it's still a bad idea.","[{'word': 'Two', 'start': 637.457, 'end': 637.577, 'score': 0.455, 'speaker': 'SPEAKER_01'}, {'word': 'out', 'start': 637.637, 'end': 637.717, 'score': 0.427, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 637.778, 'end': 637.818, 'score': 0.017, 'speaker': 'SPEAKER_01'}, {'word': 'three', 'start': 637.838, 'end': 637.998, 'score': 0.189, 'speaker': 'SPEAKER_01'}, {'word': ""ain't"", 'start': 638.018, 'end': 638.118, 'score': 0.087, 'speaker': 'SPEAKER_01'}, {'word': 'bad,', 'start': 638.138, 'end': 638.458, 'score': 0.46, 'speaker': 'SPEAKER_01'}, {'word': 'but', 'start': 638.498, 'end': 638.619, 'score': 0.806, 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': 638.659, 'end': 638.739, 'score': 0.786, 'speaker': 'SPEAKER_01'}, {'word': 'still', 'start': 638.759, 'end': 639.019, 'score': 0.776, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 639.039, 'end': 639.059, 'score': 0.117, 'speaker': 'SPEAKER_01'}, {'word': 'bad', 'start': 639.38, 'end': 639.58, 'score': 0.782, 'speaker': 'SPEAKER_01'}, {'word': 'idea.', 'start': 639.64, 'end': 640.001, 'score': 0.865, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
205,640.041,643.525,"If they did a Pikachu e-bike, I think it would sell way more than this.","[{'word': 'If', 'start': 640.041, 'end': 640.101, 'score': 0.296, 'speaker': 'SPEAKER_01'}, {'word': 'they', 'start': 640.141, 'end': 640.261, 'score': 0.123, 'speaker': 'SPEAKER_01'}, {'word': 'did', 'start': 640.281, 'end': 640.381, 'score': 0.293, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 640.441, 'end': 640.541, 'score': 0.611, 'speaker': 'SPEAKER_01'}, {'word': 'Pikachu', 'start': 640.581, 'end': 641.182, 'score': 0.603, 'speaker': 'SPEAKER_01'}, {'word': 'e-bike,', 'start': 641.282, 'end': 641.603, 'score': 0.817, 'speaker': 'SPEAKER_01'}, {'word': 'I', 'start': 641.643, 'end': 641.703, 'score': 0.819, 'speaker': 'SPEAKER_01'}, {'word': 'think', 'start': 641.723, 'end': 641.843, 'score': 0.909, 'speaker': 'SPEAKER_01'}, {'word': 'it', 'start': 641.863, 'end': 641.903, 'score': 0.576, 'speaker': 'SPEAKER_01'}, {'word': 'would', 'start': 641.923, 'end': 642.063, 'score': 0.224, 'speaker': 'SPEAKER_01'}, {'word': 'sell', 'start': 642.103, 'end': 642.344, 'score': 0.744, 'speaker': 'SPEAKER_01'}, {'word': 'way', 'start': 642.524, 'end': 642.804, 'score': 0.765, 'speaker': 'SPEAKER_01'}, {'word': 'more', 'start': 642.864, 'end': 643.045, 'score': 0.857, 'speaker': 'SPEAKER_01'}, {'word': 'than', 'start': 643.085, 'end': 643.225, 'score': 0.91, 'speaker': 'SPEAKER_01'}, {'word': 'this.', 'start': 643.265, 'end': 643.525, 'score': 0.924, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
206,643.545,649.153,"Hey, if you enjoyed that clip, since there's a lot of scraping of YouTube videos going on right now,","[{'word': 'Hey,', 'start': 643.545, 'end': 643.866, 'score': 0.318, 'speaker': 'SPEAKER_01'}, {'word': 'if', 'start': 644.066, 'end': 644.126, 'score': 0.959, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 644.146, 'end': 644.226, 'score': 0.841, 'speaker': 'SPEAKER_01'}, {'word': 'enjoyed', 'start': 644.246, 'end': 644.467, 'score': 0.624, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 644.487, 'end': 644.607, 'score': 0.772, 'speaker': 'SPEAKER_01'}, {'word': 'clip,', 'start': 644.647, 'end': 644.887, 'score': 0.934, 'speaker': 'SPEAKER_01'}, {'word': 'since', 'start': 646.269, 'end': 646.429, 'score': 0.809, 'speaker': 'SPEAKER_01'}, {'word': ""there's"", 'start': 646.449, 'end': 646.609, 'score': 0.874, 'speaker': 'SPEAKER_01'}, {'word': 'a', 'start': 646.629, 'end': 646.65, 'score': 0.987, 'speaker': 'SPEAKER_01'}, {'word': 'lot', 'start': 646.69, 'end': 646.79, 'score': 0.984, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 646.83, 'end': 646.89, 'score': 0.734, 'speaker': 'SPEAKER_01'}, {'word': 'scraping', 'start': 646.97, 'end': 647.511, 'score': 0.808, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 647.711, 'end': 647.771, 'score': 0.887, 'speaker': 'SPEAKER_01'}, {'word': 'YouTube', 'start': 647.791, 'end': 648.172, 'score': 0.329, 'speaker': 'SPEAKER_01'}, {'word': 'videos', 'start': 648.192, 'end': 648.492, 'score': 0.797, 'speaker': 'SPEAKER_01'}, {'word': 'going', 'start': 648.512, 'end': 648.692, 'score': 0.892, 'speaker': 'SPEAKER_01'}, {'word': 'on', 'start': 648.732, 'end': 648.812, 'score': 0.737, 'speaker': 'SPEAKER_01'}, {'word': 'right', 'start': 648.852, 'end': 648.993, 'score': 0.842, 'speaker': 'SPEAKER_01'}, {'word': 'now,', 'start': 649.033, 'end': 649.153, 'score': 0.948, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
207,650.455,669.678,seems like it's just fair game so you might as well scrape the like button in the comment section of this YouTube comment scrape you might as well comment scrape or scrape comments whichever no you shouldn't do that probably just comment scrape yeah don't,"[{'word': 'seems', 'start': 650.455, 'end': 650.735, 'score': 0.897, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 650.775, 'end': 650.895, 'score': 0.92, 'speaker': 'SPEAKER_01'}, {'word': ""it's"", 'start': 650.955, 'end': 651.055, 'score': 0.529, 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': 651.115, 'end': 651.316, 'score': 0.747, 'speaker': 'SPEAKER_01'}, {'word': 'fair', 'start': 651.356, 'end': 651.576, 'score': 0.834, 'speaker': 'SPEAKER_01'}, {'word': 'game', 'start': 651.636, 'end': 651.896, 'score': 0.827, 'speaker': 'SPEAKER_01'}, {'word': 'so', 'start': 651.996, 'end': 652.157, 'score': 0.845, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 652.237, 'end': 652.377, 'score': 0.916, 'speaker': 'SPEAKER_01'}, {'word': 'might', 'start': 652.417, 'end': 652.597, 'score': 0.884, 'speaker': 'SPEAKER_01'}, {'word': 'as', 'start': 652.637, 'end': 652.717, 'score': 0.676, 'speaker': 'SPEAKER_01'}, {'word': 'well', 'start': 652.757, 'end': 653.058, 'score': 0.709, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 653.418, 'end': 653.859, 'score': 0.819, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 654.86, 'end': 654.98, 'score': 0.99, 'speaker': 'SPEAKER_01'}, {'word': 'like', 'start': 655.06, 'end': 655.3, 'score': 0.95, 'speaker': 'SPEAKER_01'}, {'word': 'button', 'start': 655.381, 'end': 655.721, 'score': 0.813, 'speaker': 'SPEAKER_01'}, {'word': 'in', 'start': 657.583, 'end': 657.683, 'score': 0.466, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 657.703, 'end': 657.783, 'score': 0.795, 'speaker': 'SPEAKER_01'}, {'word': 'comment', 'start': 657.944, 'end': 658.444, 'score': 0.965, 'speaker': 'SPEAKER_01'}, {'word': 'section', 'start': 658.504, 'end': 658.925, 'score': 0.944, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 659.265, 'end': 659.445, 'score': 0.288, 'speaker': 'SPEAKER_01'}, {'word': 'this', 'start': 659.506, 'end': 659.686, 'score': 0.914, 'speaker': 'SPEAKER_01'}, {'word': 'YouTube', 'start': 659.746, 'end': 660.186, 'score': 0.637, 'speaker': 'SPEAKER_01'}, {'word': 'comment', 'start': 660.246, 'end': 660.687, 'score': 0.888, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 660.827, 'end': 661.188, 'score': 0.82, 'speaker': 'SPEAKER_02'}, {'word': 'you', 'start': 661.568, 'end': 661.668, 'score': 0.831, 'speaker': 'SPEAKER_01'}, {'word': 'might', 'start': 661.688, 'end': 661.808, 'score': 0.996, 'speaker': 'SPEAKER_01'}, {'word': 'as', 'start': 661.848, 'end': 661.888, 'score': 0.994, 'speaker': 'SPEAKER_01'}, {'word': 'well', 'start': 661.928, 'end': 662.109, 'score': 0.836, 'speaker': 'SPEAKER_01'}, {'word': 'comment', 'start': 662.169, 'end': 662.629, 'score': 0.873, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 662.85, 'end': 663.23, 'score': 0.901, 'speaker': 'SPEAKER_01'}, {'word': 'or', 'start': 663.49, 'end': 663.651, 'score': 0.654, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 663.771, 'end': 664.091, 'score': 0.919, 'speaker': 'SPEAKER_01'}, {'word': 'comments', 'start': 664.151, 'end': 664.632, 'score': 0.907, 'speaker': 'SPEAKER_01'}, {'word': 'whichever', 'start': 664.852, 'end': 665.373, 'score': 0.849, 'speaker': 'SPEAKER_01'}, {'word': 'no', 'start': 665.673, 'end': 666.093, 'score': 0.877, 'speaker': 'SPEAKER_01'}, {'word': 'you', 'start': 666.174, 'end': 666.414, 'score': 0.351, 'speaker': 'SPEAKER_01'}, {'word': ""shouldn't"", 'start': 666.454, 'end': 666.734, 'score': 0.882, 'speaker': 'SPEAKER_01'}, {'word': 'do', 'start': 666.774, 'end': 666.894, 'score': 0.815, 'speaker': 'SPEAKER_01'}, {'word': 'that', 'start': 666.934, 'end': 667.175, 'score': 0.844, 'speaker': 'SPEAKER_01'}, {'word': 'probably', 'start': 667.415, 'end': 667.715, 'score': 0.812, 'speaker': 'SPEAKER_01'}, {'word': 'just', 'start': 667.735, 'end': 667.916, 'score': 0.754, 'speaker': 'SPEAKER_01'}, {'word': 'comment', 'start': 668.096, 'end': 668.516, 'score': 0.91, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 668.556, 'end': 668.937, 'score': 0.76, 'speaker': 'SPEAKER_01'}, {'word': 'yeah', 'start': 668.997, 'end': 669.237, 'score': 0.485, 'speaker': 'SPEAKER_01'}, {'word': ""don't"", 'start': 669.458, 'end': 669.678, 'score': 0.893, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
208,670.646,670.886,Yeah.,"[{'word': 'Yeah.', 'start': 670.646, 'end': 670.886, 'score': 0.628, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
209,671.147,671.387,Yeah.,"[{'word': 'Yeah.', 'start': 671.147, 'end': 671.387, 'score': 0.446, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
210,671.407,671.808,Don't scrape.,"[{'word': ""Don't"", 'start': 671.407, 'end': 671.567, 'score': 0.895, 'speaker': 'SPEAKER_01'}, {'word': 'scrape.', 'start': 671.587, 'end': 671.808, 'score': 0.774, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
211,671.848,672.048,Yeah.,"[{'word': 'Yeah.', 'start': 671.848, 'end': 672.048, 'score': 0.672, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
212,672.328,676.173,That's against the terms of scrape is becoming one of those words that sounds weird now.,"[{'word': ""That's"", 'start': 672.328, 'end': 672.488, 'score': 0.33, 'speaker': 'SPEAKER_01'}, {'word': 'against', 'start': 672.529, 'end': 672.849, 'score': 0.723, 'speaker': 'SPEAKER_01'}, {'word': 'the', 'start': 672.869, 'end': 672.949, 'score': 0.81, 'speaker': 'SPEAKER_01'}, {'word': 'terms', 'start': 672.969, 'end': 673.169, 'score': 0.924, 'speaker': 'SPEAKER_01'}, {'word': 'of', 'start': 673.269, 'end': 673.35, 'score': 0.223, 'speaker': 'SPEAKER_01'}, {'word': 'scrape', 'start': 673.45, 'end': 673.75, 'score': 0.957, 'speaker': 'SPEAKER_02'}, {'word': 'is', 'start': 673.81, 'end': 673.89, 'score': 0.613, 'speaker': 'SPEAKER_02'}, {'word': 'becoming', 'start': 673.93, 'end': 674.251, 'score': 0.921, 'speaker': 'SPEAKER_02'}, {'word': 'one', 'start': 674.291, 'end': 674.391, 'score': 0.791, 'speaker': 'SPEAKER_02'}, {'word': 'of', 'start': 674.411, 'end': 674.451, 'score': 0.998, 'speaker': 'SPEAKER_02'}, {'word': 'those', 'start': 674.491, 'end': 674.651, 'score': 0.799, 'speaker': 'SPEAKER_02'}, {'word': 'words', 'start': 674.711, 'end': 674.972, 'score': 0.854, 'speaker': 'SPEAKER_02'}, {'word': 'that', 'start': 675.032, 'end': 675.172, 'score': 0.975, 'speaker': 'SPEAKER_02'}, {'word': 'sounds', 'start': 675.452, 'end': 675.733, 'score': 0.845, 'speaker': 'SPEAKER_02'}, {'word': 'weird', 'start': 675.773, 'end': 675.973, 'score': 0.937, 'speaker': 'SPEAKER_02'}, {'word': 'now.', 'start': 676.033, 'end': 676.173, 'score': 0.986, 'speaker': 'SPEAKER_02'}]",SPEAKER_02
213,676.333,676.574,Yeah.,"[{'word': 'Yeah.', 'start': 676.333, 'end': 676.574, 'score': 0.675, 'speaker': 'SPEAKER_01'}]",SPEAKER_01
